rule_id,rule_name,description,threshold_value,weight,active
438,Rule_438,Fraud detection rule for pattern 352,6108.66,5,1
439,Rule_439,Fraud detection rule for pattern 979,6589.56,3,1
440,Rule_440,Fraud detection rule for pattern 857,8884.83,2,1
441,Rule_441,Fraud detection rule for pattern 609,8485.82,3,1
442,Rule_442,Fraud detection rule for pattern 594,6058.39,5,1
443,Rule_443,Fraud detection rule for pattern 845,5736.09,4,1
444,Rule_444,Fraud detection rule for pattern 338,4318.95,5,1
445,Rule_445,Fraud detection rule for pattern 480,5959.53,2,1
446,Rule_446,Fraud detection rule for pattern 535,5021.99,2,1
447,Rule_447,Fraud detection rule for pattern 293,2529.63,2,1
448,Rule_448,Fraud detection rule for pattern 552,6670.86,2,1
449,Rule_449,Fraud detection rule for pattern 208,9662.90,5,1
450,Rule_450,Fraud detection rule for pattern 581,9683.34,3,1
451,Rule_451,Fraud detection rule for pattern 67,6396.26,2,1
452,Rule_452,Fraud detection rule for pattern 272,9318.32,5,1
453,Rule_453,Fraud detection rule for pattern 400,2940.29,3,1
454,Rule_454,Fraud detection rule for pattern 62,5845.55,1,1
455,Rule_455,Fraud detection rule for pattern 249,5824.35,4,1
456,Rule_456,Fraud detection rule for pattern 175,6373.15,1,1
457,Rule_457,Fraud detection rule for pattern 429,6088.32,3,1
458,Rule_458,Fraud detection rule for pattern 63,1294.52,5,1
459,Rule_459,Fraud detection rule for pattern 938,7668.08,4,1
460,Rule_460,Fraud detection rule for pattern 91,5096.92,1,1
461,Rule_461,Fraud detection rule for pattern 769,2066.46,3,0
462,Rule_462,Fraud detection rule for pattern 684,8116.27,5,1
463,Rule_463,Fraud detection rule for pattern 790,439.57,1,1
464,Rule_464,Fraud detection rule for pattern 585,9762.89,2,1
465,Rule_465,Fraud detection rule for pattern 956,3013.32,3,1
466,Rule_466,Fraud detection rule for pattern 618,875.89,2,0
467,Rule_467,Fraud detection rule for pattern 965,5144.35,3,0
468,Rule_468,Fraud detection rule for pattern 254,779.54,2,1
469,Rule_469,Fraud detection rule for pattern 210,1805.49,4,0
470,Rule_470,Fraud detection rule for pattern 968,8749.10,1,1
471,Rule_471,Fraud detection rule for pattern 52,8533.67,3,1
472,Rule_472,Fraud detection rule for pattern 265,7949.31,2,1
473,Rule_473,Fraud detection rule for pattern 395,2944.15,4,1
474,Rule_474,Fraud detection rule for pattern 577,9261.34,5,1
475,Rule_475,Fraud detection rule for pattern 218,7731.77,1,1
476,Rule_476,Fraud detection rule for pattern 611,5173.58,4,1
477,Rule_477,Fraud detection rule for pattern 354,3588.51,5,1
478,Rule_478,Fraud detection rule for pattern 874,6511.85,1,1
479,Rule_479,Fraud detection rule for pattern 877,4290.73,5,1
480,Rule_480,Fraud detection rule for pattern 742,5030.27,1,1
481,Rule_481,Fraud detection rule for pattern 339,6433.18,1,1
482,Rule_482,Fraud detection rule for pattern 102,8233.59,4,1
483,Rule_483,Fraud detection rule for pattern 16,3005.64,5,1
484,Rule_484,Fraud detection rule for pattern 551,6323.24,4,1
485,Rule_485,Fraud detection rule for pattern 624,8548.77,1,1
486,Rule_486,Fraud detection rule for pattern 819,8937.38,3,1
487,Rule_487,Fraud detection rule for pattern 445,499.00,1,1
488,Rule_488,Fraud detection rule for pattern 627,4891.57,3,1
489,Rule_489,Fraud detection rule for pattern 653,5289.14,1,1
490,Rule_490,Fraud detection rule for pattern 602,4881.00,3,1
491,Rule_491,Fraud detection rule for pattern 468,7332.67,3,1
492,Rule_492,Fraud detection rule for pattern 165,7993.70,1,1
493,Rule_493,Fraud detection rule for pattern 148,7400.32,1,1
494,Rule_494,Fraud detection rule for pattern 592,6049.35,2,1
495,Rule_495,Fraud detection rule for pattern 233,8185.88,5,1
496,Rule_496,Fraud detection rule for pattern 809,8153.64,5,1
497,Rule_497,Fraud detection rule for pattern 329,5998.95,5,1
498,Rule_498,Fraud detection rule for pattern 1,3017.63,3,1
499,Rule_499,Fraud detection rule for pattern 928,1593.98,4,1
500,Rule_500,Fraud detection rule for pattern 121,685.45,5,1
501,Rule_501,Fraud detection rule for pattern 788,3046.74,4,1
502,Rule_502,Fraud detection rule for pattern 62,1282.86,5,1
503,Rule_503,Fraud detection rule for pattern 900,9199.00,3,1
504,Rule_504,Fraud detection rule for pattern 675,2386.88,1,1
505,Rule_505,Fraud detection rule for pattern 475,5713.98,1,1
506,Rule_506,Fraud detection rule for pattern 848,7425.53,5,1
507,Rule_507,Fraud detection rule for pattern 835,7455.63,4,1
508,Rule_508,Fraud detection rule for pattern 236,6273.93,3,1
509,Rule_509,Fraud detection rule for pattern 301,7554.43,5,0
510,Rule_510,Fraud detection rule for pattern 278,1488.37,3,1
511,Rule_511,Fraud detection rule for pattern 201,765.21,2,1
512,Rule_512,Fraud detection rule for pattern 359,9464.55,1,1
513,Rule_513,Fraud detection rule for pattern 427,8946.89,1,1
514,Rule_514,Fraud detection rule for pattern 517,8556.82,5,1
515,Rule_515,Fraud detection rule for pattern 683,3074.47,5,1
516,Rule_516,Fraud detection rule for pattern 628,7847.89,3,1
517,Rule_517,Fraud detection rule for pattern 465,634.08,4,1
518,Rule_518,Fraud detection rule for pattern 337,8967.22,2,1
519,Rule_519,Fraud detection rule for pattern 747,6075.69,3,1
520,Rule_520,Fraud detection rule for pattern 256,9418.19,2,1
521,Rule_521,Fraud detection rule for pattern 430,4710.39,3,1
522,Rule_522,Fraud detection rule for pattern 879,6258.72,4,1
523,Rule_523,Fraud detection rule for pattern 814,5960.13,3,1
524,Rule_524,Fraud detection rule for pattern 50,8304.86,4,1
525,Rule_525,Fraud detection rule for pattern 850,796.79,3,0
526,Rule_526,Fraud detection rule for pattern 189,4436.70,4,1
527,Rule_527,Fraud detection rule for pattern 162,2004.26,5,1
528,Rule_528,Fraud detection rule for pattern 821,4264.66,1,1
529,Rule_529,Fraud detection rule for pattern 760,427.77,4,1
530,Rule_530,Fraud detection rule for pattern 416,5491.81,1,1
531,Rule_531,Fraud detection rule for pattern 702,8756.70,2,1
532,Rule_532,Fraud detection rule for pattern 257,1145.40,3,1
533,Rule_533,Fraud detection rule for pattern 5,8886.05,3,1
534,Rule_534,Fraud detection rule for pattern 401,2037.42,2,1
535,Rule_535,Fraud detection rule for pattern 949,7585.66,5,1
536,Rule_536,Fraud detection rule for pattern 504,7778.87,3,1
537,Rule_537,Fraud detection rule for pattern 593,6446.95,2,1
538,Rule_538,Fraud detection rule for pattern 679,3991.76,4,0
539,Rule_539,Fraud detection rule for pattern 606,8491.21,2,1
540,Rule_540,Fraud detection rule for pattern 452,7679.88,3,1
541,Rule_541,Fraud detection rule for pattern 428,5355.61,4,1
542,Rule_542,Fraud detection rule for pattern 900,1150.53,3,1
543,Rule_543,Fraud detection rule for pattern 60,3191.72,4,1
544,Rule_544,Fraud detection rule for pattern 935,4261.59,5,1
545,Rule_545,Fraud detection rule for pattern 331,85.96,5,1
546,Rule_546,Fraud detection rule for pattern 446,2476.93,3,1
547,Rule_547,Fraud detection rule for pattern 623,1146.60,5,1
548,Rule_548,Fraud detection rule for pattern 299,6751.73,4,1
549,Rule_549,Fraud detection rule for pattern 30,5187.55,3,1
550,Rule_550,Fraud detection rule for pattern 195,3901.51,1,1
551,Rule_551,Fraud detection rule for pattern 243,8486.61,4,1
552,Rule_552,Fraud detection rule for pattern 147,31.19,5,1
553,Rule_553,Fraud detection rule for pattern 677,1514.25,3,1
554,Rule_554,Fraud detection rule for pattern 896,5869.87,3,1
555,Rule_555,Fraud detection rule for pattern 439,1467.04,2,1
556,Rule_556,Fraud detection rule for pattern 627,8459.29,3,1
557,Rule_557,Fraud detection rule for pattern 239,5634.70,2,1
558,Rule_558,Fraud detection rule for pattern 594,3363.32,5,1
559,Rule_559,Fraud detection rule for pattern 96,7654.14,3,1
560,Rule_560,Fraud detection rule for pattern 360,5148.66,3,1
561,Rule_561,Fraud detection rule for pattern 456,6280.61,1,1
562,Rule_562,Fraud detection rule for pattern 619,6898.19,4,1
563,Rule_563,Fraud detection rule for pattern 288,9978.40,3,1
564,Rule_564,Fraud detection rule for pattern 541,412.06,1,1
565,Rule_565,Fraud detection rule for pattern 438,3715.50,1,1
566,Rule_566,Fraud detection rule for pattern 920,9142.59,3,1
567,Rule_567,Fraud detection rule for pattern 953,8496.26,3,1
568,Rule_568,Fraud detection rule for pattern 636,1084.62,1,1
569,Rule_569,Fraud detection rule for pattern 115,67.70,5,1
570,Rule_570,Fraud detection rule for pattern 49,5972.75,4,1
571,Rule_571,Fraud detection rule for pattern 602,9829.98,4,1
572,Rule_572,Fraud detection rule for pattern 53,9305.65,1,1
573,Rule_573,Fraud detection rule for pattern 189,3216.30,4,1
574,Rule_574,Fraud detection rule for pattern 578,8241.13,2,1
575,Rule_575,Fraud detection rule for pattern 564,4347.37,4,1
576,Rule_576,Fraud detection rule for pattern 465,339.40,3,1
577,Rule_577,Fraud detection rule for pattern 609,2004.23,4,1
578,Rule_578,Fraud detection rule for pattern 228,5600.35,3,1
579,Rule_579,Fraud detection rule for pattern 907,3922.79,3,1
580,Rule_580,Fraud detection rule for pattern 45,6899.67,4,1
581,Rule_581,Fraud detection rule for pattern 177,4288.17,2,1
582,Rule_582,Fraud detection rule for pattern 25,1593.98,1,0
583,Rule_583,Fraud detection rule for pattern 151,5026.10,1,1
584,Rule_584,Fraud detection rule for pattern 361,9655.12,2,1
585,Rule_585,Fraud detection rule for pattern 103,6106.98,1,1
586,Rule_586,Fraud detection rule for pattern 936,8340.57,3,1
587,Rule_587,Fraud detection rule for pattern 140,3595.98,4,1
588,Rule_588,Fraud detection rule for pattern 766,8404.93,5,0
589,Rule_589,Fraud detection rule for pattern 675,3426.19,2,1
590,Rule_590,Fraud detection rule for pattern 585,2050.73,4,1
591,Rule_591,Fraud detection rule for pattern 722,175.72,2,1
592,Rule_592,Fraud detection rule for pattern 723,1823.60,3,1
593,Rule_593,Fraud detection rule for pattern 937,9702.13,3,1
594,Rule_594,Fraud detection rule for pattern 913,963.49,1,1
595,Rule_595,Fraud detection rule for pattern 578,8238.65,5,1
596,Rule_596,Fraud detection rule for pattern 537,1270.65,5,1
597,Rule_597,Fraud detection rule for pattern 31,5804.64,3,1
598,Rule_598,Fraud detection rule for pattern 511,2119.50,1,1
599,Rule_599,Fraud detection rule for pattern 539,4320.02,2,1
600,Rule_600,Fraud detection rule for pattern 923,9350.46,4,1
601,Rule_601,Fraud detection rule for pattern 146,1586.57,3,1
602,Rule_602,Fraud detection rule for pattern 251,1839.83,2,1
603,Rule_603,Fraud detection rule for pattern 879,7273.38,1,1
604,Rule_604,Fraud detection rule for pattern 16,8669.92,5,1
605,Rule_605,Fraud detection rule for pattern 88,9792.54,3,1
606,Rule_606,Fraud detection rule for pattern 613,1576.88,5,1
607,Rule_607,Fraud detection rule for pattern 991,8630.41,4,1
608,Rule_608,Fraud detection rule for pattern 830,5708.71,1,1
609,Rule_609,Fraud detection rule for pattern 897,2172.60,3,1
610,Rule_610,Fraud detection rule for pattern 890,6165.71,5,1
611,Rule_611,Fraud detection rule for pattern 887,1880.11,1,1
612,Rule_612,Fraud detection rule for pattern 322,3528.78,3,1
613,Rule_613,Fraud detection rule for pattern 80,9804.92,5,1
614,Rule_614,Fraud detection rule for pattern 646,8349.47,4,1
615,Rule_615,Fraud detection rule for pattern 294,2078.38,1,1
616,Rule_616,Fraud detection rule for pattern 620,695.56,3,1
617,Rule_617,Fraud detection rule for pattern 536,2163.38,2,1
618,Rule_618,Fraud detection rule for pattern 518,5059.62,2,1
619,Rule_619,Fraud detection rule for pattern 759,3914.99,1,1
620,Rule_620,Fraud detection rule for pattern 538,4311.89,3,1
621,Rule_621,Fraud detection rule for pattern 229,750.85,5,0
622,Rule_622,Fraud detection rule for pattern 109,8075.19,2,1
623,Rule_623,Fraud detection rule for pattern 470,9508.15,5,1
624,Rule_624,Fraud detection rule for pattern 19,6523.38,1,1
625,Rule_625,Fraud detection rule for pattern 609,6520.71,3,1
626,Rule_626,Fraud detection rule for pattern 746,1320.40,1,1
627,Rule_627,Fraud detection rule for pattern 627,4416.85,4,1
628,Rule_628,Fraud detection rule for pattern 325,2639.48,1,0
629,Rule_629,Fraud detection rule for pattern 769,7077.93,2,1
630,Rule_630,Fraud detection rule for pattern 977,6592.44,4,1
631,Rule_631,Fraud detection rule for pattern 713,693.09,5,0
632,Rule_632,Fraud detection rule for pattern 386,5742.79,3,1
633,Rule_633,Fraud detection rule for pattern 631,2843.68,5,0
634,Rule_634,Fraud detection rule for pattern 767,6321.43,5,1
635,Rule_635,Fraud detection rule for pattern 22,3555.65,5,1
636,Rule_636,Fraud detection rule for pattern 242,4257.26,1,1
637,Rule_637,Fraud detection rule for pattern 676,6035.04,2,1
638,Rule_638,Fraud detection rule for pattern 423,6527.89,4,1
639,Rule_639,Fraud detection rule for pattern 620,5090.16,5,1
640,Rule_640,Fraud detection rule for pattern 171,2453.74,5,1
641,Rule_641,Fraud detection rule for pattern 448,5351.04,1,1
642,Rule_642,Fraud detection rule for pattern 28,8763.36,5,1
643,Rule_643,Fraud detection rule for pattern 193,2473.52,1,1
644,Rule_644,Fraud detection rule for pattern 714,8540.37,1,1
645,Rule_645,Fraud detection rule for pattern 849,5108.48,5,1
646,Rule_646,Fraud detection rule for pattern 490,5328.54,2,1
647,Rule_647,Fraud detection rule for pattern 759,2234.85,4,1
648,Rule_648,Fraud detection rule for pattern 811,8416.22,2,0
649,Rule_649,Fraud detection rule for pattern 146,6506.56,3,1
650,Rule_650,Fraud detection rule for pattern 272,2539.99,5,1
651,Rule_651,Fraud detection rule for pattern 692,7703.67,4,1
652,Rule_652,Fraud detection rule for pattern 187,4791.58,5,1
653,Rule_653,Fraud detection rule for pattern 85,2786.86,1,1
654,Rule_654,Fraud detection rule for pattern 665,3424.57,3,1
655,Rule_655,Fraud detection rule for pattern 90,2077.52,1,1
656,Rule_656,Fraud detection rule for pattern 777,829.14,4,1
657,Rule_657,Fraud detection rule for pattern 56,7393.92,4,1
658,Rule_658,Fraud detection rule for pattern 858,8525.08,2,1
659,Rule_659,Fraud detection rule for pattern 547,923.18,3,1
660,Rule_660,Fraud detection rule for pattern 173,7069.09,5,1
661,Rule_661,Fraud detection rule for pattern 96,6295.03,2,1
662,Rule_662,Fraud detection rule for pattern 429,439.64,3,1
663,Rule_663,Fraud detection rule for pattern 559,8893.28,3,1
664,Rule_664,Fraud detection rule for pattern 670,3184.72,3,1
665,Rule_665,Fraud detection rule for pattern 890,3666.13,3,1
666,Rule_666,Fraud detection rule for pattern 74,7908.38,4,1
667,Rule_667,Fraud detection rule for pattern 161,7518.05,1,1
668,Rule_668,Fraud detection rule for pattern 260,8103.98,1,1
669,Rule_669,Fraud detection rule for pattern 670,8899.36,4,1
670,Rule_670,Fraud detection rule for pattern 40,2629.79,4,1
671,Rule_671,Fraud detection rule for pattern 122,2821.47,1,0
672,Rule_672,Fraud detection rule for pattern 910,8707.71,1,1
673,Rule_673,Fraud detection rule for pattern 29,7048.36,3,0
674,Rule_674,Fraud detection rule for pattern 174,6090.05,4,1
675,Rule_675,Fraud detection rule for pattern 850,4725.96,1,1
676,Rule_676,Fraud detection rule for pattern 216,3937.42,1,1
677,Rule_677,Fraud detection rule for pattern 885,2620.04,2,1
678,Rule_678,Fraud detection rule for pattern 301,9874.44,1,1
679,Rule_679,Fraud detection rule for pattern 241,5792.80,1,1
680,Rule_680,Fraud detection rule for pattern 302,7662.95,5,1
681,Rule_681,Fraud detection rule for pattern 594,7045.86,4,1
682,Rule_682,Fraud detection rule for pattern 653,1628.83,5,1
683,Rule_683,Fraud detection rule for pattern 697,3662.51,4,1
684,Rule_684,Fraud detection rule for pattern 899,4576.56,3,0
685,Rule_685,Fraud detection rule for pattern 360,6316.34,5,1
686,Rule_686,Fraud detection rule for pattern 302,2630.27,1,1
687,Rule_687,Fraud detection rule for pattern 80,682.97,3,1
688,Rule_688,Fraud detection rule for pattern 943,4043.40,3,0
689,Rule_689,Fraud detection rule for pattern 416,769.79,5,1
690,Rule_690,Fraud detection rule for pattern 448,5122.32,4,1
691,Rule_691,Fraud detection rule for pattern 514,9734.62,5,1
692,Rule_692,Fraud detection rule for pattern 466,4481.82,2,0
693,Rule_693,Fraud detection rule for pattern 793,2625.94,4,0
694,Rule_694,Fraud detection rule for pattern 478,1504.57,3,1
695,Rule_695,Fraud detection rule for pattern 296,7342.84,4,1
696,Rule_696,Fraud detection rule for pattern 116,5447.53,5,1
697,Rule_697,Fraud detection rule for pattern 360,7984.42,2,1
698,Rule_698,Fraud detection rule for pattern 149,8652.08,4,1
699,Rule_699,Fraud detection rule for pattern 609,7535.69,2,0
700,Rule_700,Fraud detection rule for pattern 520,2960.51,3,1
701,Rule_701,Fraud detection rule for pattern 829,6596.00,4,1
702,Rule_702,Fraud detection rule for pattern 64,2646.17,5,1
703,Rule_703,Fraud detection rule for pattern 765,2797.50,3,1
704,Rule_704,Fraud detection rule for pattern 174,5390.64,4,1
705,Rule_705,Fraud detection rule for pattern 746,9334.53,4,1
706,Rule_706,Fraud detection rule for pattern 739,9406.18,5,1
707,Rule_707,Fraud detection rule for pattern 676,2104.95,1,1
708,Rule_708,Fraud detection rule for pattern 333,9747.19,5,1
709,Rule_709,Fraud detection rule for pattern 509,5252.00,4,1
710,Rule_710,Fraud detection rule for pattern 493,3442.75,5,1
711,Rule_711,Fraud detection rule for pattern 990,5395.55,3,0
712,Rule_712,Fraud detection rule for pattern 694,6035.36,2,1
713,Rule_713,Fraud detection rule for pattern 162,7710.19,2,1
714,Rule_714,Fraud detection rule for pattern 452,9293.39,5,1
715,Rule_715,Fraud detection rule for pattern 248,1501.58,5,1
716,Rule_716,Fraud detection rule for pattern 841,9123.63,5,1
717,Rule_717,Fraud detection rule for pattern 336,8881.49,5,0
718,Rule_718,Fraud detection rule for pattern 428,6712.24,5,0
719,Rule_719,Fraud detection rule for pattern 431,1798.05,5,1
720,Rule_720,Fraud detection rule for pattern 997,4715.19,4,1
721,Rule_721,Fraud detection rule for pattern 158,9344.61,4,0
722,Rule_722,Fraud detection rule for pattern 730,974.06,2,1
723,Rule_723,Fraud detection rule for pattern 701,9667.62,2,1
724,Rule_724,Fraud detection rule for pattern 846,792.25,2,1
725,Rule_725,Fraud detection rule for pattern 981,6690.78,2,1
726,Rule_726,Fraud detection rule for pattern 43,9505.82,4,0
727,Rule_727,Fraud detection rule for pattern 67,2537.28,4,1
728,Rule_728,Fraud detection rule for pattern 702,1861.07,3,1
729,Rule_729,Fraud detection rule for pattern 601,5313.99,1,1
730,Rule_730,Fraud detection rule for pattern 34,8423.82,4,1
731,Rule_731,Fraud detection rule for pattern 404,3458.88,2,1
