log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
289,Transactions,7565,DELETE,Old value sample 327,New value sample 55,8076,2026-02-08 19:24:02.310
290,Transactions,6462,INSERT,Old value sample 433,New value sample -78,30,2026-02-08 19:24:02.320
291,Login_History,15494,INSERT,Old value sample 393,New value sample 775,5189,2026-02-08 19:24:02.333
292,Devices,2339,UPDATE,Old value sample 16,New value sample 837,2863,2026-02-08 19:24:02.343
293,Devices,1214,INSERT,Old value sample 75,New value sample 273,1681,2026-02-08 19:24:02.350
294,Login_History,11302,INSERT,Old value sample 783,New value sample -29,6199,2026-02-08 19:24:02.373
295,Fraud_Alerts,4033,DELETE,Old value sample 999,New value sample 276,9278,2026-02-08 19:24:02.383
296,Transactions,4183,INSERT,Old value sample 720,New value sample -979,9792,2026-02-08 19:24:02.393
297,Users,2586,INSERT,Old value sample 148,New value sample 181,1605,2026-02-08 19:24:02.400
298,Merchants,1219,INSERT,Old value sample 233,New value sample -626,519,2026-02-08 19:24:02.410
299,Login_History,17630,INSERT,Old value sample 35,New value sample -307,574,2026-02-08 19:24:02.423
300,Users,8456,DELETE,Old value sample -480,New value sample -317,3557,2026-02-08 19:24:02.433
301,Fraud_Alerts,5490,INSERT,Old value sample -932,New value sample 929,607,2026-02-08 19:24:02.440
302,Users,618,DELETE,Old value sample -88,New value sample 936,3902,2026-02-08 19:24:02.450
303,Login_History,12993,INSERT,Old value sample -826,New value sample 434,2621,2026-02-08 19:24:02.463
304,Login_History,4595,DELETE,Old value sample 130,New value sample 895,2774,2026-02-08 19:24:02.477
305,Users,7254,INSERT,Old value sample 905,New value sample 729,7653,2026-02-08 19:24:02.490
306,Transactions,9543,INSERT,Old value sample 921,New value sample 323,4358,2026-02-08 19:24:02.503
307,Transactions,9218,INSERT,Old value sample 803,New value sample -818,2097,2026-02-08 19:24:02.513
308,Accounts,16042,INSERT,Old value sample -939,New value sample 495,3255,2026-02-08 19:24:02.527
309,Devices,2192,DELETE,Old value sample -962,New value sample -855,6455,2026-02-08 19:24:02.533
310,Login_History,2499,UPDATE,Old value sample 690,New value sample -258,7845,2026-02-08 19:24:02.550
311,Login_History,3781,DELETE,Old value sample 411,New value sample -429,549,2026-02-08 19:24:02.563
312,Users,1675,INSERT,Old value sample -812,New value sample -561,7774,2026-02-08 19:24:02.577
313,Users,9768,DELETE,Old value sample -876,New value sample -608,7875,2026-02-08 19:24:02.587
314,Transactions,1627,INSERT,Old value sample -275,New value sample 852,8757,2026-02-08 19:24:02.607
315,Login_History,19525,UPDATE,Old value sample -274,New value sample 998,1275,2026-02-08 19:24:02.630
316,Fraud_Alerts,486,UPDATE,Old value sample 240,New value sample 842,9927,2026-02-08 19:24:02.640
317,Merchants,227,INSERT,Old value sample 458,New value sample 600,2774,2026-02-08 19:24:02.650
318,Login_History,868,DELETE,Old value sample -35,New value sample 22,4769,2026-02-08 19:24:02.670
319,Users,1256,INSERT,Old value sample -610,New value sample 175,8116,2026-02-08 19:24:02.690
320,Accounts,17080,UPDATE,Old value sample 480,New value sample -133,9613,2026-02-08 19:24:02.703
321,Transactions,7201,UPDATE,Old value sample -273,New value sample 557,9597,2026-02-08 19:24:02.713
322,Fraud_Alerts,2620,UPDATE,Old value sample 780,New value sample -592,3571,2026-02-08 19:24:02.723
323,Accounts,19717,UPDATE,Old value sample -546,New value sample 26,8519,2026-02-08 19:24:02.733
324,Merchants,2113,DELETE,Old value sample 813,New value sample 912,7093,2026-02-08 19:24:02.740
325,Merchants,2663,DELETE,Old value sample 955,New value sample -393,8680,2026-02-08 19:24:02.750
326,Merchants,1580,INSERT,Old value sample 44,New value sample 441,4692,2026-02-08 19:24:02.757
327,Users,7437,INSERT,Old value sample 752,New value sample -9,5935,2026-02-08 19:24:02.767
328,Accounts,21182,DELETE,Old value sample 254,New value sample 689,2141,2026-02-08 19:24:02.777
329,Accounts,18837,INSERT,Old value sample 739,New value sample -569,2863,2026-02-08 19:24:02.783
330,Accounts,15941,DELETE,Old value sample 359,New value sample -649,7894,2026-02-08 19:24:02.797
331,Users,3689,UPDATE,Old value sample 553,New value sample 605,9591,2026-02-08 19:24:02.803
332,Login_History,3774,DELETE,Old value sample -483,New value sample -939,2602,2026-02-08 19:24:02.817
333,Accounts,21870,DELETE,Old value sample -535,New value sample 53,3809,2026-02-08 19:24:02.827
334,Login_History,13620,DELETE,Old value sample 88,New value sample 994,122,2026-02-08 19:24:02.840
335,Users,7072,DELETE,Old value sample -860,New value sample -662,1065,2026-02-08 19:24:02.847
336,Login_History,3984,UPDATE,Old value sample -307,New value sample -764,1226,2026-02-08 19:24:02.860
337,Login_History,16186,DELETE,Old value sample 448,New value sample 412,333,2026-02-08 19:24:02.870
338,Accounts,20317,INSERT,Old value sample -903,New value sample -521,6065,2026-02-08 19:24:02.877
339,Fraud_Alerts,1406,INSERT,Old value sample 635,New value sample -408,7982,2026-02-08 19:24:02.883
340,Transactions,8590,UPDATE,Old value sample 593,New value sample -256,2474,2026-02-08 19:24:02.893
341,Fraud_Alerts,1040,INSERT,Old value sample 937,New value sample 553,3417,2026-02-08 19:24:02.900
342,Accounts,13906,UPDATE,Old value sample 476,New value sample -567,1729,2026-02-08 19:24:02.910
343,Fraud_Alerts,7556,UPDATE,Old value sample -167,New value sample 621,7271,2026-02-08 19:24:02.917
344,Merchants,3450,INSERT,Old value sample -197,New value sample -172,7533,2026-02-08 19:24:02.923
345,Login_History,11895,UPDATE,Old value sample 415,New value sample 739,3797,2026-02-08 19:24:02.937
346,Merchants,2123,UPDATE,Old value sample 525,New value sample 819,3442,2026-02-08 19:24:02.943
347,Accounts,5321,UPDATE,Old value sample -873,New value sample 265,7982,2026-02-08 19:24:02.950
348,Merchants,1819,DELETE,Old value sample 83,New value sample 503,5399,2026-02-08 19:24:02.957
349,Devices,4533,INSERT,Old value sample -91,New value sample -436,1904,2026-02-08 19:24:02.963
350,Transactions,248,INSERT,Old value sample 714,New value sample -184,3154,2026-02-08 19:24:02.970
351,Devices,4666,INSERT,Old value sample 976,New value sample 259,6600,2026-02-08 19:24:02.977
352,Login_History,7783,INSERT,Old value sample -876,New value sample -148,6143,2026-02-08 19:24:02.990
353,Fraud_Alerts,6705,UPDATE,Old value sample -619,New value sample -828,1005,2026-02-08 19:24:02.997
354,Fraud_Alerts,6798,DELETE,Old value sample -566,New value sample 997,5044,2026-02-08 19:24:03.010
355,Fraud_Alerts,1015,DELETE,Old value sample -402,New value sample 339,4594,2026-02-08 19:24:03.020
356,Users,6189,UPDATE,Old value sample 344,New value sample 512,1908,2026-02-08 19:24:03.030
357,Transactions,9757,UPDATE,Old value sample -67,New value sample -451,7938,2026-02-08 19:24:03.040
358,Fraud_Alerts,3498,INSERT,Old value sample -728,New value sample -469,5822,2026-02-08 19:24:03.050
359,Merchants,261,UPDATE,Old value sample -468,New value sample -545,5581,2026-02-08 19:24:03.060
360,Users,2398,UPDATE,Old value sample 676,New value sample 621,7124,2026-02-08 19:24:03.067
361,Users,6219,UPDATE,Old value sample -638,New value sample 654,9561,2026-02-08 19:24:03.077
362,Transactions,9642,INSERT,Old value sample 980,New value sample 672,5388,2026-02-08 19:24:03.087
363,Users,8049,INSERT,Old value sample 909,New value sample -356,2683,2026-02-08 19:24:03.093
364,Devices,4628,INSERT,Old value sample 442,New value sample 466,4829,2026-02-08 19:24:03.100
365,Fraud_Alerts,4166,DELETE,Old value sample 466,New value sample 120,2426,2026-02-08 19:24:03.110
366,Login_History,10922,UPDATE,Old value sample 372,New value sample -465,4132,2026-02-08 19:24:03.120
367,Accounts,16631,INSERT,Old value sample 752,New value sample -946,9632,2026-02-08 19:24:03.130
368,Users,5378,UPDATE,Old value sample 197,New value sample -5,1967,2026-02-08 19:24:03.137
369,Devices,1589,UPDATE,Old value sample 979,New value sample -761,6010,2026-02-08 19:24:03.140
370,Accounts,18494,UPDATE,Old value sample -344,New value sample 836,5929,2026-02-08 19:24:03.150
371,Login_History,17386,UPDATE,Old value sample 148,New value sample 50,2334,2026-02-08 19:24:03.160
372,Merchants,4591,DELETE,Old value sample -551,New value sample -727,7643,2026-02-08 19:24:03.167
373,Devices,3206,INSERT,Old value sample 984,New value sample -681,4993,2026-02-08 19:24:03.173
374,Devices,1728,UPDATE,Old value sample 926,New value sample -742,2278,2026-02-08 19:24:03.180
375,Accounts,18940,DELETE,Old value sample -455,New value sample -531,941,2026-02-08 19:24:03.187
376,Transactions,954,UPDATE,Old value sample -858,New value sample -843,5044,2026-02-08 19:24:03.197
377,Users,7042,INSERT,Old value sample -356,New value sample 233,8714,2026-02-08 19:24:03.203
378,Users,1557,UPDATE,Old value sample -700,New value sample 934,2720,2026-02-08 19:24:03.210
379,Login_History,8656,UPDATE,Old value sample -240,New value sample 649,7375,2026-02-08 19:24:03.220
380,Transactions,4044,DELETE,Old value sample -853,New value sample 430,7478,2026-02-08 19:24:03.227
381,Merchants,354,INSERT,Old value sample -56,New value sample -973,2882,2026-02-08 19:24:03.233
382,Login_History,7197,DELETE,Old value sample -210,New value sample -494,8067,2026-02-08 19:24:03.247
383,Login_History,1471,UPDATE,Old value sample 942,New value sample 395,5158,2026-02-08 19:24:03.257
384,Devices,1494,UPDATE,Old value sample -91,New value sample 897,2992,2026-02-08 19:24:03.263
385,Fraud_Alerts,6072,DELETE,Old value sample -49,New value sample 905,7784,2026-02-08 19:24:03.270
386,Users,4942,UPDATE,Old value sample -762,New value sample 934,1804,2026-02-08 19:24:03.280
387,Accounts,15572,DELETE,Old value sample -338,New value sample 912,6959,2026-02-08 19:24:03.290
388,Fraud_Alerts,3411,DELETE,Old value sample -256,New value sample 160,6527,2026-02-08 19:24:03.297
389,Accounts,15277,INSERT,Old value sample -70,New value sample 482,8988,2026-02-08 19:24:03.307
390,Fraud_Alerts,5894,DELETE,Old value sample -657,New value sample 880,5722,2026-02-08 19:24:03.317
391,Login_History,3921,INSERT,Old value sample -558,New value sample 974,6240,2026-02-08 19:24:03.330
392,Devices,1324,DELETE,Old value sample -550,New value sample -782,1432,2026-02-08 19:24:03.340
393,Accounts,15794,UPDATE,Old value sample 411,New value sample 596,8757,2026-02-08 19:24:03.350
394,Fraud_Alerts,3972,INSERT,Old value sample 166,New value sample 232,8700,2026-02-08 19:24:03.360
395,Accounts,13776,DELETE,Old value sample 493,New value sample -487,5435,2026-02-08 19:24:03.370
396,Login_History,4991,DELETE,Old value sample -963,New value sample 135,4721,2026-02-08 19:24:03.393
397,Transactions,4650,INSERT,Old value sample -285,New value sample -954,7017,2026-02-08 19:24:03.403
398,Transactions,7371,INSERT,Old value sample -861,New value sample -883,7631,2026-02-08 19:24:03.417
399,Merchants,2673,INSERT,Old value sample -886,New value sample 75,5043,2026-02-08 19:24:03.427
400,Login_History,8498,INSERT,Old value sample -741,New value sample -521,1880,2026-02-08 19:24:03.447
401,Fraud_Alerts,7686,DELETE,Old value sample 253,New value sample 796,6089,2026-02-08 19:24:03.453
402,Devices,4967,DELETE,Old value sample -664,New value sample 345,2595,2026-02-08 19:24:03.467
403,Fraud_Alerts,6620,DELETE,Old value sample 888,New value sample -616,6228,2026-02-08 19:24:03.480
404,Users,5142,DELETE,Old value sample 270,New value sample -725,4047,2026-02-08 19:24:03.490
405,Accounts,13945,DELETE,Old value sample 424,New value sample -146,7317,2026-02-08 19:24:03.500
406,Devices,993,DELETE,Old value sample 842,New value sample -257,1105,2026-02-08 19:24:03.510
407,Login_History,17175,DELETE,Old value sample 855,New value sample 206,6371,2026-02-08 19:24:03.533
408,Devices,972,DELETE,Old value sample -451,New value sample -498,8064,2026-02-08 19:24:03.540
409,Accounts,16262,UPDATE,Old value sample -994,New value sample 393,6359,2026-02-08 19:24:03.550
410,Users,8543,INSERT,Old value sample 887,New value sample 440,6598,2026-02-08 19:24:03.567
411,Accounts,14203,INSERT,Old value sample 204,New value sample -131,388,2026-02-08 19:24:03.587
412,Login_History,391,DELETE,Old value sample -336,New value sample -480,3748,2026-02-08 19:24:03.603
413,Fraud_Alerts,6873,UPDATE,Old value sample -403,New value sample 458,2100,2026-02-08 19:24:03.613
414,Transactions,4033,INSERT,Old value sample 173,New value sample 786,8247,2026-02-08 19:24:03.623
415,Accounts,17798,INSERT,Old value sample -278,New value sample 212,1940,2026-02-08 19:24:03.633
416,Login_History,15298,UPDATE,Old value sample 196,New value sample -454,3025,2026-02-08 19:24:03.650
417,Transactions,5940,INSERT,Old value sample 77,New value sample -890,6576,2026-02-08 19:24:03.663
418,Merchants,2239,INSERT,Old value sample 946,New value sample -564,1413,2026-02-08 19:24:03.670
419,Merchants,3199,INSERT,Old value sample -841,New value sample -811,8919,2026-02-08 19:24:03.680
420,Transactions,9032,DELETE,Old value sample 492,New value sample 32,4817,2026-02-08 19:24:03.693
421,Accounts,20314,INSERT,Old value sample 299,New value sample 509,8765,2026-02-08 19:24:03.703
422,Users,1414,INSERT,Old value sample 493,New value sample -572,5035,2026-02-08 19:24:03.713
423,Devices,3103,UPDATE,Old value sample 637,New value sample -967,9298,2026-02-08 19:24:03.723
424,Devices,1576,DELETE,Old value sample -984,New value sample -390,1343,2026-02-08 19:24:03.730
425,Devices,2793,UPDATE,Old value sample 155,New value sample 318,4353,2026-02-08 19:24:03.740
426,Devices,489,UPDATE,Old value sample -62,New value sample 914,5180,2026-02-08 19:24:03.757
427,Accounts,19885,DELETE,Old value sample 685,New value sample -314,1772,2026-02-08 19:24:03.773
428,Login_History,17308,INSERT,Old value sample 648,New value sample 5,134,2026-02-08 19:24:03.793
429,Users,2931,INSERT,Old value sample 955,New value sample -598,2135,2026-02-08 19:24:03.807
430,Users,7325,INSERT,Old value sample 667,New value sample -984,5064,2026-02-08 19:24:03.817
431,Transactions,7171,UPDATE,Old value sample -47,New value sample -933,5702,2026-02-08 19:24:03.827
432,Devices,4665,UPDATE,Old value sample 981,New value sample -95,9286,2026-02-08 19:24:03.840
433,Devices,3853,DELETE,Old value sample -250,New value sample -118,9195,2026-02-08 19:24:03.850
434,Transactions,5168,UPDATE,Old value sample 247,New value sample 340,9356,2026-02-08 19:24:03.860
435,Accounts,23583,DELETE,Old value sample 511,New value sample 597,4614,2026-02-08 19:24:03.870
436,Transactions,9950,DELETE,Old value sample -790,New value sample 263,5674,2026-02-08 19:24:03.880
437,Login_History,19788,DELETE,Old value sample -809,New value sample 798,2103,2026-02-08 19:24:03.893
438,Devices,1520,DELETE,Old value sample -378,New value sample 522,2245,2026-02-08 19:24:03.900
439,Merchants,822,DELETE,Old value sample -163,New value sample 776,1431,2026-02-08 19:24:03.907
440,Devices,720,DELETE,Old value sample 716,New value sample -479,2448,2026-02-08 19:24:03.913
441,Accounts,21495,DELETE,Old value sample 902,New value sample 450,4856,2026-02-08 19:24:03.923
442,Transactions,1469,DELETE,Old value sample 918,New value sample 270,8627,2026-02-08 19:24:03.930
443,Login_History,12387,UPDATE,Old value sample 141,New value sample 625,488,2026-02-08 19:24:03.943
444,Login_History,8612,DELETE,Old value sample -8,New value sample -187,2382,2026-02-08 19:24:03.957
445,Merchants,1626,INSERT,Old value sample -422,New value sample -540,9462,2026-02-08 19:24:03.963
446,Login_History,13595,DELETE,Old value sample 336,New value sample -192,8696,2026-02-08 19:24:03.973
447,Login_History,16661,UPDATE,Old value sample 443,New value sample 721,3505,2026-02-08 19:24:03.987
448,Transactions,9721,INSERT,Old value sample 520,New value sample -785,7861,2026-02-08 19:24:03.997
449,Transactions,7641,UPDATE,Old value sample 74,New value sample -432,400,2026-02-08 19:24:04.010
450,Merchants,1956,DELETE,Old value sample -438,New value sample 6,3284,2026-02-08 19:24:04.017
451,Users,905,UPDATE,Old value sample -115,New value sample 334,670,2026-02-08 19:24:04.027
452,Users,9861,UPDATE,Old value sample -81,New value sample -86,1352,2026-02-08 19:24:04.033
453,Transactions,9151,UPDATE,Old value sample 797,New value sample 652,9409,2026-02-08 19:24:04.040
454,Devices,4674,UPDATE,Old value sample 81,New value sample -292,7745,2026-02-08 19:24:04.050
455,Accounts,19762,INSERT,Old value sample -80,New value sample -245,9700,2026-02-08 19:24:04.057
456,Accounts,19333,UPDATE,Old value sample -853,New value sample -430,5127,2026-02-08 19:24:04.067
457,Accounts,18181,UPDATE,Old value sample -942,New value sample -455,1659,2026-02-08 19:24:04.077
458,Fraud_Alerts,1434,INSERT,Old value sample 414,New value sample -550,5872,2026-02-08 19:24:04.083
459,Login_History,6203,DELETE,Old value sample -944,New value sample -144,9812,2026-02-08 19:24:04.097
