profile_id,user_id,avg_transaction_amount,avg_daily_transactions,common_country,usual_login_hour,risk_pattern_score,last_updated
378,2546,369.64,0.00,UK,18,26,2026-02-08 19:19:58.560
379,1031,8289.15,0.00,USA,15,24,2026-02-08 19:19:58.577
380,7444,9999.27,1.00,USA,15,35,2026-02-08 19:19:58.597
381,8811,9833.93,1.00,Shqipëri,14,75,2026-02-08 19:19:58.613
382,55,870.83,0.00,Kosove,10,1,2026-02-08 19:19:58.627
383,9600,2197.84,1.00,Kosove,10,28,2026-02-08 19:19:58.647
384,7924,4685.82,0.01,UK,6,97,2026-02-08 19:19:58.670
385,1045,8858.54,1.00,UK,12,55,2026-02-08 19:19:58.693
386,7312,8043.70,0.01,USA,14,33,2026-02-08 19:19:58.713
387,5378,131.19,0.00,Shqipëri,16,30,2026-02-08 19:19:58.730
388,6000,6891.41,0.00,Shqipëri,21,35,2026-02-08 19:19:58.750
389,9938,746.21,0.00,USA,6,11,2026-02-08 19:19:58.770
390,5967,370.45,0.00,Shqipëri,21,73,2026-02-08 19:19:58.780
391,833,320.62,0.00,Shqipëri,4,84,2026-02-08 19:19:58.793
392,4954,4913.99,1.00,UK,6,51,2026-02-08 19:19:58.813
393,4127,703.66,0.00,Shqipëri,15,16,2026-02-08 19:19:58.823
394,3173,5552.44,0.01,Shqipëri,15,94,2026-02-08 19:19:58.847
395,6976,95.76,0.00,UK,23,86,2026-02-08 19:19:58.860
396,2773,164.23,0.00,Kosove,12,8,2026-02-08 19:19:58.873
397,5776,2231.39,1.00,Kosove,12,14,2026-02-08 19:19:58.893
398,8858,5038.89,0.07,Germany,23,39,2026-02-08 19:19:58.910
399,3493,522.45,0.00,Shqipëri,21,23,2026-02-08 19:19:58.927
400,3378,970.80,0.00,USA,4,91,2026-02-08 19:19:58.940
401,2345,177.09,0.00,UK,18,44,2026-02-08 19:19:58.953
402,7851,250.33,0.00,UK,15,39,2026-02-08 19:19:58.967
403,5328,639.62,0.00,Germany,5,80,2026-02-08 19:19:58.977
404,7135,4065.91,0.01,Germany,15,36,2026-02-08 19:19:58.993
405,6941,3164.68,0.01,Shqipëri,15,11,2026-02-08 19:19:59.013
406,2166,272.18,0.00,Shqipëri,13,94,2026-02-08 19:19:59.030
407,8269,8269.84,1.00,Germany,4,21,2026-02-08 19:19:59.047
408,5282,5809.72,1.00,Shqipëri,11,84,2026-02-08 19:19:59.063
409,7505,6451.38,1.00,USA,6,44,2026-02-08 19:19:59.080
410,2028,8534.31,1.00,Shqipëri,4,23,2026-02-08 19:19:59.097
411,9985,8751.03,0.03,USA,19,46,2026-02-08 19:19:59.110
412,6025,755.42,0.00,Germany,19,0,2026-02-08 19:19:59.123
413,5810,22.60,0.00,Kosove,19,43,2026-02-08 19:19:59.137
414,2775,653.22,0.00,Kosove,5,99,2026-02-08 19:19:59.157
415,3375,8.09,0.00,Shqipëri,14,41,2026-02-08 19:19:59.180
416,7758,508.65,0.00,UK,14,44,2026-02-08 19:19:59.203
417,602,3175.63,0.22,UK,22,77,2026-02-08 19:19:59.223
418,5471,5438.38,0.01,UK,12,100,2026-02-08 19:19:59.243
419,9105,9404.68,0.01,USA,21,82,2026-02-08 19:19:59.260
420,7398,2006.58,1.00,Kosove,0,1,2026-02-08 19:19:59.280
421,4263,184.73,0.00,Kosove,21,97,2026-02-08 19:19:59.290
422,3778,4067.45,1.00,Germany,0,39,2026-02-08 19:19:59.310
423,8346,417.50,0.00,USA,17,72,2026-02-08 19:19:59.320
424,8482,8720.09,1.00,UK,13,24,2026-02-08 19:19:59.340
425,491,371.17,0.00,USA,14,48,2026-02-08 19:19:59.357
426,4550,462.78,0.00,USA,17,73,2026-02-08 19:19:59.370
427,9909,9026.53,0.01,Shqipëri,7,44,2026-02-08 19:19:59.390
428,5836,3839.72,1.00,Shqipëri,7,80,2026-02-08 19:19:59.417
429,4158,146.62,0.00,UK,22,84,2026-02-08 19:19:59.433
430,8985,2538.24,0.00,UK,6,8,2026-02-08 19:19:59.453
431,9186,512.27,0.00,Kosove,22,83,2026-02-08 19:19:59.467
432,9004,358.73,0.00,Shqipëri,23,64,2026-02-08 19:19:59.487
433,2299,673.03,0.00,Shqipëri,23,90,2026-02-08 19:19:59.500
434,1555,277.18,0.00,Germany,11,43,2026-02-08 19:19:59.527
435,7873,4380.80,0.01,Germany,11,85,2026-02-08 19:19:59.543
436,1912,9378.69,1.00,USA,10,97,2026-02-08 19:19:59.563
437,8297,1368.48,0.05,Shqipëri,2,29,2026-02-08 19:19:59.580
438,6301,730.64,0.00,USA,3,81,2026-02-08 19:19:59.600
439,6070,6484.64,1.00,Kosove,23,11,2026-02-08 19:19:59.623
440,9820,6244.11,1.00,UK,12,30,2026-02-08 19:19:59.650
441,2414,4569.08,1.00,UK,12,57,2026-02-08 19:19:59.670
442,4810,71.04,0.00,UK,12,63,2026-02-08 19:19:59.683
443,9238,681.38,0.00,Shqipëri,21,72,2026-02-08 19:19:59.703
444,1680,9206.34,1.00,Shqipëri,7,19,2026-02-08 19:19:59.730
445,8387,5559.78,0.01,Shqipëri,7,61,2026-02-08 19:19:59.760
446,4195,7706.76,1.00,Germany,2,3,2026-02-08 19:19:59.780
447,3112,321.15,0.00,Kosove,22,68,2026-02-08 19:19:59.797
448,3432,414.47,0.00,USA,18,78,2026-02-08 19:19:59.810
449,166,750.85,0.00,Shqipëri,13,24,2026-02-08 19:19:59.823
450,2501,6415.26,0.00,Shqipëri,14,37,2026-02-08 19:19:59.847
451,6769,488.49,0.00,USA,11,13,2026-02-08 19:19:59.860
452,5996,231.66,0.00,USA,11,5,2026-02-08 19:19:59.877
453,4111,925.59,0.00,USA,18,88,2026-02-08 19:19:59.890
454,8690,788.52,0.00,Shqipëri,22,68,2026-02-08 19:19:59.907
455,2572,2749.47,0.03,Germany,6,68,2026-02-08 19:19:59.933
456,9159,623.59,0.00,Kosove,22,31,2026-02-08 19:19:59.950
457,6952,4505.01,0.06,Shqipëri,16,42,2026-02-08 19:19:59.973
458,2457,3416.79,0.04,Shqipëri,22,75,2026-02-08 19:19:59.993
459,7959,430.01,0.00,Shqipëri,22,43,2026-02-08 19:20:00.007
460,999,2390.75,0.03,USA,7,80,2026-02-08 19:20:00.030
461,367,1049.72,1.00,USA,4,82,2026-02-08 19:20:00.053
462,7337,341.51,0.00,USA,1,36,2026-02-08 19:20:00.067
463,9039,24.48,0.00,Germany,11,4,2026-02-08 19:20:00.087
464,7951,5017.61,0.02,Shqipëri,20,95,2026-02-08 19:20:00.110
465,2825,7412.81,0.01,UK,16,67,2026-02-08 19:20:00.130
466,5834,961.53,0.00,UK,16,91,2026-02-08 19:20:00.143
467,8964,724.25,0.00,Shqipëri,20,38,2026-02-08 19:20:00.163
468,1118,912.75,0.00,Germany,7,93,2026-02-08 19:20:00.180
469,5587,9218.06,1.00,Shqipëri,7,79,2026-02-08 19:20:00.200
470,7531,952.59,0.00,Shqipëri,20,61,2026-02-08 19:20:00.217
471,9883,825.86,0.00,Germany,10,79,2026-02-08 19:20:00.227
472,670,623.72,0.00,Germany,10,64,2026-02-08 19:20:00.243
473,3101,272.14,0.00,Germany,10,68,2026-02-08 19:20:00.253
474,1678,4112.82,0.01,Shqipëri,14,23,2026-02-08 19:20:00.273
475,6664,2441.44,1.00,USA,11,29,2026-02-08 19:20:00.287
476,1365,6523.26,0.01,Germany,12,86,2026-02-08 19:20:00.303
477,3439,153.94,0.00,Kosove,13,84,2026-02-08 19:20:00.317
478,6758,4426.89,0.02,USA,4,82,2026-02-08 19:20:00.340
479,5319,21.81,0.00,UK,4,95,2026-02-08 19:20:00.353
480,5853,935.20,0.00,UK,4,6,2026-02-08 19:20:00.370
481,5119,896.64,1.00,USA,22,80,2026-02-08 19:20:00.390
482,2348,231.03,0.00,Kosove,4,93,2026-02-08 19:20:00.410
483,6158,6057.58,1.00,Kosove,0,19,2026-02-08 19:20:00.447
484,444,448.98,0.00,Germany,2,26,2026-02-08 19:20:00.460
485,3489,569.75,0.00,Shqipëri,11,29,2026-02-08 19:20:00.477
486,742,1874.76,1.00,Shqipëri,19,93,2026-02-08 19:20:00.497
487,1651,6364.47,0.20,USA,19,6,2026-02-08 19:20:00.520
488,3442,887.62,0.00,Kosove,17,29,2026-02-08 19:20:00.537
489,5142,919.10,0.00,Kosove,17,69,2026-02-08 19:20:00.550
490,7110,204.59,0.00,UK,2,99,2026-02-08 19:20:00.567
491,683,135.95,1.00,UK,15,91,2026-02-08 19:20:00.583
492,766,615.18,0.00,UK,15,73,2026-02-08 19:20:00.607
493,8067,6304.89,0.02,Shqipëri,10,43,2026-02-08 19:20:00.627
494,7999,3244.54,1.00,UK,7,54,2026-02-08 19:20:00.647
495,6784,7704.71,0.01,USA,11,100,2026-02-08 19:20:00.670
496,5904,63.66,0.00,USA,11,54,2026-02-08 19:20:00.680
497,8933,438.81,0.00,Kosove,10,55,2026-02-08 19:20:00.697
498,2445,252.43,1.00,Shqipëri,16,54,2026-02-08 19:20:00.717
499,4512,9764.03,1.00,Germany,20,91,2026-02-08 19:20:00.740
500,3760,1283.68,1.00,UK,2,51,2026-02-08 19:20:00.760
501,3572,517.80,0.00,UK,12,14,2026-02-08 19:20:00.780
502,2724,599.12,0.00,Kosove,22,90,2026-02-08 19:20:00.807
503,6329,392.15,0.00,Kosove,3,19,2026-02-08 19:20:00.823
504,2175,348.59,0.00,Kosove,3,45,2026-02-08 19:20:00.833
505,888,5915.49,1.00,UK,11,49,2026-02-08 19:20:00.863
506,5075,8164.56,1.00,Shqipëri,9,99,2026-02-08 19:20:00.887
507,1024,103.20,0.00,Germany,23,40,2026-02-08 19:20:00.900
508,9359,816.18,0.00,USA,3,6,2026-02-08 19:20:00.917
509,4315,3729.25,0.01,UK,8,15,2026-02-08 19:20:00.940
510,7084,302.65,0.00,Germany,14,73,2026-02-08 19:20:00.960
511,859,8976.94,1.00,Germany,14,5,2026-02-08 19:20:00.990
512,7696,311.32,0.00,Kosove,0,97,2026-02-08 19:20:01.017
513,7889,991.05,0.00,UK,23,7,2026-02-08 19:20:01.037
514,8641,9800.88,1.00,UK,6,78,2026-02-08 19:20:01.067
515,2754,870.24,0.00,Shqipëri,3,25,2026-02-08 19:20:01.097
516,5217,6559.66,0.01,Kosove,16,83,2026-02-08 19:20:01.200
517,9860,2753.53,0.01,Shqipëri,3,3,2026-02-08 19:20:01.243
518,5598,7484.19,1.00,UK,20,30,2026-02-08 19:20:01.270
519,2098,985.80,0.00,UK,1,79,2026-02-08 19:20:01.290
520,6586,819.83,0.00,Kosove,19,74,2026-02-08 19:20:01.313
521,8045,860.33,0.00,USA,8,71,2026-02-08 19:20:01.327
522,7479,623.99,0.00,Shqipëri,14,65,2026-02-08 19:20:01.340
523,8617,6084.42,0.01,Shqipëri,14,54,2026-02-08 19:20:01.363
524,2151,77.44,0.00,Shqipëri,15,75,2026-02-08 19:20:01.377
525,4887,3647.16,0.01,Shqipëri,15,81,2026-02-08 19:20:01.397
526,1493,3876.53,0.01,Shqipëri,18,73,2026-02-08 19:20:01.423
527,6957,590.85,0.00,USA,18,48,2026-02-08 19:20:01.450
528,4786,2550.97,0.05,UK,15,89,2026-02-08 19:20:01.473
529,4105,374.46,0.00,USA,18,93,2026-02-08 19:20:01.490
530,3896,630.41,0.00,Germany,5,33,2026-02-08 19:20:01.513
531,9841,922.09,0.00,UK,22,36,2026-02-08 19:20:01.530
532,458,6252.06,0.00,Shqipëri,20,23,2026-02-08 19:20:01.553
533,8028,5040.77,0.15,Shqipëri,7,8,2026-02-08 19:20:01.577
534,7646,991.03,0.00,Kosove,1,32,2026-02-08 19:20:01.593
535,3891,90.14,0.00,Kosove,1,9,2026-02-08 19:20:01.617
536,2586,555.74,0.00,Shqipëri,12,25,2026-02-08 19:20:01.640
537,8186,882.03,0.00,Kosove,0,20,2026-02-08 19:20:01.663
538,1437,438.55,0.00,Kosove,15,36,2026-02-08 19:20:01.687
539,9274,86.13,0.00,Kosove,2,100,2026-02-08 19:20:01.710
540,1785,269.12,0.00,UK,7,18,2026-02-08 19:20:01.723
541,4769,669.67,0.00,UK,7,93,2026-02-08 19:20:01.740
542,4227,3249.56,1.00,Germany,11,41,2026-02-08 19:20:01.767
543,2905,746.61,0.00,Shqipëri,9,21,2026-02-08 19:20:01.790
544,156,973.31,0.00,UK,6,29,2026-02-08 19:20:01.803
545,1238,1348.75,1.00,Germany,15,12,2026-02-08 19:20:01.827
546,3680,3504.89,0.01,Kosove,1,19,2026-02-08 19:20:01.850
547,2041,5385.44,0.03,USA,5,57,2026-02-08 19:20:01.877
548,7454,788.27,0.00,Kosove,20,66,2026-02-08 19:20:01.897
549,8291,601.87,0.00,Shqipëri,17,3,2026-02-08 19:20:01.913
550,183,3473.42,0.01,Shqipëri,17,37,2026-02-08 19:20:01.937
551,7355,6383.73,0.01,UK,6,17,2026-02-08 19:20:01.957
552,4464,694.64,0.03,Kosove,18,90,2026-02-08 19:20:01.977
553,6631,332.83,0.00,Kosove,20,64,2026-02-08 19:20:01.990
554,2590,8625.37,1.00,UK,2,14,2026-02-08 19:20:02.017
555,8451,5902.14,0.03,Germany,9,75,2026-02-08 19:20:02.040
556,942,527.35,0.00,Kosove,14,71,2026-02-08 19:20:02.050
557,1415,6127.23,0.01,Shqipëri,15,17,2026-02-08 19:20:02.073
558,7504,206.40,0.00,Germany,18,48,2026-02-08 19:20:02.093
559,3288,248.60,0.00,UK,21,32,2026-02-08 19:20:02.113
560,291,992.83,0.00,USA,21,60,2026-02-08 19:20:02.133
561,9502,485.33,0.00,Shqipëri,9,86,2026-02-08 19:20:02.150
562,8983,394.31,0.00,USA,14,49,2026-02-08 19:20:02.173
563,3715,6259.92,0.02,Kosove,20,1,2026-02-08 19:20:02.197
564,1801,8173.11,1.00,Kosove,20,54,2026-02-08 19:20:02.220
565,3334,539.91,0.00,Kosove,21,55,2026-02-08 19:20:02.240
566,8141,799.34,0.00,Shqipëri,5,18,2026-02-08 19:20:02.257
567,1881,399.64,0.00,Shqipëri,14,41,2026-02-08 19:20:02.270
568,8300,949.93,0.00,USA,16,85,2026-02-08 19:20:02.283
569,8959,138.82,0.00,USA,16,8,2026-02-08 19:20:02.303
570,4605,567.56,0.00,Kosove,8,91,2026-02-08 19:20:02.327
571,4357,177.93,0.00,UK,18,5,2026-02-08 19:20:02.343
572,7860,761.15,0.00,Kosove,4,34,2026-02-08 19:20:02.360
573,9899,3255.11,0.01,Kosove,4,28,2026-02-08 19:20:02.377
574,4664,81.42,0.00,Kosove,4,37,2026-02-08 19:20:02.393
575,2601,43.43,0.00,Germany,20,0,2026-02-08 19:20:02.407
576,5770,810.31,0.00,Germany,20,16,2026-02-08 19:20:02.420
577,2494,2246.29,1.00,Germany,2,0,2026-02-08 19:20:02.443
578,4845,5155.51,0.01,USA,1,47,2026-02-08 19:20:02.463
579,4559,8942.94,1.00,Kosove,19,33,2026-02-08 19:20:02.483
580,2873,670.18,0.00,UK,3,90,2026-02-08 19:20:02.507
581,5106,4422.55,0.01,Kosove,23,77,2026-02-08 19:20:02.527
582,1191,6203.45,1.00,Kosove,11,36,2026-02-08 19:20:02.550
583,3814,2599.49,1.00,UK,8,65,2026-02-08 19:20:02.570
584,4388,6137.64,0.01,Germany,6,41,2026-02-08 19:20:02.590
585,3265,665.68,0.00,Germany,6,74,2026-02-08 19:20:02.600
586,1325,1856.96,1.00,Shqipëri,5,33,2026-02-08 19:20:02.620
587,8007,4335.71,1.00,USA,10,59,2026-02-08 19:20:02.647
588,5455,944.56,0.00,UK,10,67,2026-02-08 19:20:02.667
589,8472,4878.86,1.00,Shqipëri,9,80,2026-02-08 19:20:02.690
590,5632,205.26,0.00,UK,20,32,2026-02-08 19:20:02.710
591,1627,395.14,1.00,Shqipëri,8,99,2026-02-08 19:20:02.730
592,9587,978.31,0.00,Germany,21,9,2026-02-08 19:20:02.743
593,1684,8856.02,1.00,USA,14,73,2026-02-08 19:20:02.763
594,4005,533.78,1.00,Germany,0,17,2026-02-08 19:20:02.783
595,9992,4846.66,0.33,Germany,0,17,2026-02-08 19:20:02.803
596,3916,358.14,0.00,Germany,0,60,2026-02-08 19:20:02.817
597,7230,411.56,0.00,Kosove,4,71,2026-02-08 19:20:02.837
598,1020,788.64,0.00,Kosove,19,62,2026-02-08 19:20:02.857
599,3813,4761.14,0.01,Shqipëri,11,41,2026-02-08 19:20:02.877
600,1433,67.47,0.00,Shqipëri,11,61,2026-02-08 19:20:02.893
601,8960,20.18,0.00,Shqipëri,11,14,2026-02-08 19:20:02.910
602,1474,5550.19,0.01,Shqipëri,5,10,2026-02-08 19:20:02.923
603,6268,411.35,0.00,Shqipëri,7,69,2026-02-08 19:20:02.933
604,6736,2903.99,1.00,Kosove,19,15,2026-02-08 19:20:02.950
605,5513,4979.65,0.01,USA,7,31,2026-02-08 19:20:02.967
606,8845,4868.22,0.01,UK,5,26,2026-02-08 19:20:02.983
607,6047,402.53,0.00,USA,10,90,2026-02-08 19:20:02.993
608,4952,416.43,1.00,USA,10,50,2026-02-08 19:20:03.017
609,881,1796.94,0.01,Shqipëri,19,5,2026-02-08 19:20:03.033
610,4602,7019.78,1.00,Shqipëri,19,29,2026-02-08 19:20:03.050
611,9472,4085.38,1.00,Kosove,6,98,2026-02-08 19:20:03.067
612,6290,6154.01,0.01,Kosove,9,52,2026-02-08 19:20:03.083
613,5451,5304.89,1.00,Kosove,9,98,2026-02-08 19:20:03.100
614,6534,5764.43,0.01,Kosove,19,14,2026-02-08 19:20:03.117
615,5276,282.90,0.00,Shqipëri,13,59,2026-02-08 19:20:03.130
616,8539,7632.67,0.02,USA,14,67,2026-02-08 19:20:03.153
617,2909,411.03,0.00,UK,3,92,2026-02-08 19:20:03.167
618,1293,57.45,0.00,UK,3,12,2026-02-08 19:20:03.180
619,4913,6246.12,0.02,Germany,4,72,2026-02-08 19:20:03.203
620,5706,458.93,0.00,Kosove,22,99,2026-02-08 19:20:03.217
621,3248,759.61,0.00,Germany,7,41,2026-02-08 19:20:03.240
622,2387,742.46,0.02,Kosove,15,29,2026-02-08 19:20:03.257
623,9570,286.28,0.00,USA,19,60,2026-02-08 19:20:03.270
624,4557,483.80,0.00,USA,11,57,2026-02-08 19:20:03.290
625,6010,598.99,0.00,Germany,23,72,2026-02-08 19:20:03.310
626,6630,266.97,0.00,Shqipëri,7,11,2026-02-08 19:20:03.323
627,5178,4335.81,0.01,USA,14,1,2026-02-08 19:20:03.340
628,9884,9316.12,1.00,Shqipëri,15,99,2026-02-08 19:20:03.360
629,487,6248.95,0.00,Shqipëri,20,29,2026-02-08 19:20:03.377
630,2475,252.81,0.00,Shqipëri,6,52,2026-02-08 19:20:03.393
631,4091,943.70,0.00,Shqipëri,13,96,2026-02-08 19:20:03.413
632,5716,264.29,0.00,Shqipëri,13,83,2026-02-08 19:20:03.430
633,3924,4847.79,0.01,Germany,14,11,2026-02-08 19:20:03.450
634,405,607.54,0.00,Shqipëri,9,22,2026-02-08 19:20:03.463
635,7961,346.64,0.00,Shqipëri,9,61,2026-02-08 19:20:03.480
636,8662,901.60,0.00,Kosove,23,87,2026-02-08 19:20:03.493
637,5351,435.84,0.00,UK,23,11,2026-02-08 19:20:03.513
638,5902,1761.33,1.00,UK,22,11,2026-02-08 19:20:03.530
639,1662,4357.15,1.00,UK,21,15,2026-02-08 19:20:03.550
640,7321,834.16,0.00,Kosove,8,94,2026-02-08 19:20:03.567
641,6197,321.41,0.00,USA,22,62,2026-02-08 19:20:03.580
642,7440,5017.69,0.01,UK,18,87,2026-02-08 19:20:03.600
643,3139,6257.46,1.00,Kosove,6,37,2026-02-08 19:20:03.620
644,839,4625.76,0.08,UK,22,30,2026-02-08 19:20:03.640
645,5338,5710.68,1.00,Shqipëri,21,80,2026-02-08 19:20:03.660
646,2063,291.31,0.00,Shqipëri,7,62,2026-02-08 19:20:03.677
647,741,524.61,0.00,Shqipëri,7,74,2026-02-08 19:20:03.690
648,3679,9262.07,1.00,Shqipëri,7,95,2026-02-08 19:20:03.717
649,8242,374.76,0.00,Shqipëri,11,13,2026-02-08 19:20:03.730
650,5157,465.04,0.00,Shqipëri,4,46,2026-02-08 19:20:03.743
651,1820,956.01,1.00,Kosove,17,64,2026-02-08 19:20:03.760
652,4259,283.34,0.00,USA,21,92,2026-02-08 19:20:03.773
653,7280,9760.63,1.00,Shqipëri,1,25,2026-02-08 19:20:03.793
654,5833,7135.74,0.05,Shqipëri,1,96,2026-02-08 19:20:03.813
655,8101,550.98,0.00,UK,21,93,2026-02-08 19:20:03.827
656,4188,3986.35,1.00,UK,10,18,2026-02-08 19:20:03.847
657,5377,8218.07,1.00,USA,17,55,2026-02-08 19:20:03.867
658,2781,7351.31,1.00,Kosove,4,48,2026-02-08 19:20:03.900
659,7688,1781.17,0.01,Kosove,4,25,2026-02-08 19:20:03.927
660,9117,827.58,0.00,USA,16,52,2026-02-08 19:20:03.950
661,5211,6602.95,1.00,Kosove,5,47,2026-02-08 19:20:03.970
662,1459,7423.74,0.20,Shqipëri,7,4,2026-02-08 19:20:03.993
663,8852,849.82,0.00,UK,10,71,2026-02-08 19:20:04.020
664,211,788.04,0.00,Shqipëri,7,48,2026-02-08 19:20:04.033
665,9945,610.50,0.00,USA,21,69,2026-02-08 19:20:04.053
666,9301,384.80,0.00,UK,21,11,2026-02-08 19:20:04.067
667,5578,83.81,0.00,Shqipëri,6,67,2026-02-08 19:20:04.080
668,9484,184.18,0.00,USA,13,18,2026-02-08 19:20:04.100
669,4361,3472.56,0.01,Germany,5,72,2026-02-08 19:20:04.120
670,7683,5389.87,0.01,UK,18,92,2026-02-08 19:20:04.137
671,1150,8502.28,1.00,Shqipëri,20,1,2026-02-08 19:20:04.157
672,2132,1548.41,1.00,Kosove,19,79,2026-02-08 19:20:04.173
673,9712,2831.53,0.01,Kosove,19,30,2026-02-08 19:20:04.190
674,3060,3181.53,0.01,USA,7,86,2026-02-08 19:20:04.207
675,114,946.32,0.00,Shqipëri,18,44,2026-02-08 19:20:04.223
676,3339,8841.21,1.00,UK,7,53,2026-02-08 19:20:04.243
677,1151,777.95,0.00,USA,19,100,2026-02-08 19:20:04.257
678,4139,76.20,0.00,USA,3,76,2026-02-08 19:20:04.267
679,5428,921.91,0.00,Germany,12,46,2026-02-08 19:20:04.283
680,3223,6139.57,1.00,Germany,12,82,2026-02-08 19:20:04.300
681,5796,173.18,0.00,UK,3,13,2026-02-08 19:20:04.313
682,9311,390.41,0.00,UK,3,74,2026-02-08 19:20:04.323
683,4727,735.92,0.00,USA,0,9,2026-02-08 19:20:04.340
684,4722,4073.27,0.01,UK,13,27,2026-02-08 19:20:04.357
685,7311,894.21,0.00,USA,23,88,2026-02-08 19:20:04.373
686,3614,9493.17,1.00,USA,23,17,2026-02-08 19:20:04.390
687,875,4230.27,0.01,USA,23,17,2026-02-08 19:20:04.410
688,4435,2853.77,0.01,Shqipëri,6,29,2026-02-08 19:20:04.427
689,4316,45.49,0.00,Shqipëri,19,69,2026-02-08 19:20:04.440
690,5979,372.53,0.00,Shqipëri,15,7,2026-02-08 19:20:04.453
691,2617,6065.80,0.00,Kosove,0,13,2026-02-08 19:20:04.467
692,1251,218.94,0.00,Shqipëri,3,53,2026-02-08 19:20:04.477
693,8832,565.97,0.00,Germany,0,22,2026-02-08 19:20:04.490
694,131,813.88,0.00,UK,4,43,2026-02-08 19:20:04.503
695,1479,2800.07,1.00,UK,4,68,2026-02-08 19:20:04.520
696,5660,602.78,0.00,Kosove,17,61,2026-02-08 19:20:04.540
697,4821,7642.43,1.00,USA,11,17,2026-02-08 19:20:04.560
698,9126,99.84,0.00,Germany,19,37,2026-02-08 19:20:04.577
699,2983,428.69,0.00,Germany,19,83,2026-02-08 19:20:04.593
700,6994,3469.59,1.00,UK,14,33,2026-02-08 19:20:04.613
701,1001,957.68,0.00,Germany,4,92,2026-02-08 19:20:04.627
702,6165,226.82,0.00,UK,9,41,2026-02-08 19:20:04.640
703,2227,4349.77,1.00,Shqipëri,21,78,2026-02-08 19:20:04.660
704,9708,259.73,0.00,UK,18,51,2026-02-08 19:20:04.677
705,8275,777.60,0.00,Kosove,11,85,2026-02-08 19:20:04.687
706,7729,813.51,0.00,Kosove,22,16,2026-02-08 19:20:04.707
707,964,953.47,0.00,Kosove,0,71,2026-02-08 19:20:04.723
708,6851,631.96,0.00,Kosove,8,66,2026-02-08 19:20:04.743
709,7741,1909.99,1.00,UK,8,27,2026-02-08 19:20:04.760
710,9552,2529.66,0.01,Kosove,22,82,2026-02-08 19:20:04.780
711,6343,770.00,0.00,USA,6,58,2026-02-08 19:20:04.797
712,6518,3635.60,0.01,USA,6,57,2026-02-08 19:20:04.817
713,9959,74.70,0.00,USA,6,35,2026-02-08 19:20:04.830
714,9918,5776.66,0.02,UK,5,88,2026-02-08 19:20:04.847
715,5613,5806.36,0.01,Kosove,8,65,2026-02-08 19:20:04.863
716,5547,9376.19,1.00,UK,4,53,2026-02-08 19:20:04.883
717,464,7683.02,1.00,Kosove,11,75,2026-02-08 19:20:04.900
718,1432,1213.09,1.00,USA,3,13,2026-02-08 19:20:04.917
719,3921,391.21,0.00,Shqipëri,16,58,2026-02-08 19:20:04.930
720,6905,29.92,0.00,Shqipëri,5,48,2026-02-08 19:20:04.943
721,6657,3740.91,1.00,UK,11,79,2026-02-08 19:20:04.960
722,1766,6604.39,0.01,Shqipëri,20,8,2026-02-08 19:20:04.980
723,3457,973.43,0.00,Germany,2,15,2026-02-08 19:20:04.990
724,8851,2104.93,1.00,Germany,2,65,2026-02-08 19:20:05.010
725,1834,2736.05,0.10,Germany,2,71,2026-02-08 19:20:05.030
726,9923,922.38,0.00,USA,18,42,2026-02-08 19:20:05.043
727,1808,4886.15,0.00,Germany,8,25,2026-02-08 19:20:05.060
728,9009,4976.14,1.00,USA,5,65,2026-02-08 19:20:05.077
729,2231,5324.78,0.06,Shqipëri,5,56,2026-02-08 19:20:05.097
730,5146,5796.54,0.01,Kosove,16,15,2026-02-08 19:20:05.113
731,448,640.83,0.00,Germany,12,98,2026-02-08 19:20:05.123
732,3165,652.88,0.00,Shqipëri,23,55,2026-02-08 19:20:05.143
733,2806,233.49,0.00,Germany,19,20,2026-02-08 19:20:05.153
734,3434,629.39,0.00,Shqipëri,1,34,2026-02-08 19:20:05.173
735,4010,85.13,0.00,Shqipëri,1,73,2026-02-08 19:20:05.187
736,5952,4.67,0.00,Shqipëri,11,60,2026-02-08 19:20:05.203
737,6241,874.71,0.00,Kosove,1,49,2026-02-08 19:20:05.213
738,3061,1065.05,1.00,Kosove,3,43,2026-02-08 19:20:05.233
739,6178,4190.47,0.00,Shqipëri,10,100,2026-02-08 19:20:05.257
740,9840,608.94,0.00,USA,19,52,2026-02-08 19:20:05.270
741,2376,7426.49,1.00,UK,17,20,2026-02-08 19:20:05.293
742,5789,3531.86,1.00,Kosove,10,26,2026-02-08 19:20:05.313
743,4054,15.27,0.00,Shqipëri,18,17,2026-02-08 19:20:05.327
744,2975,13.74,0.00,Shqipëri,18,21,2026-02-08 19:20:05.340
745,2092,849.57,0.00,UK,12,87,2026-02-08 19:20:05.353
746,6002,541.43,0.00,USA,0,53,2026-02-08 19:20:05.370
747,9619,285.81,0.00,Kosove,19,79,2026-02-08 19:20:05.390
748,8813,831.75,0.00,Shqipëri,17,68,2026-02-08 19:20:05.400
749,6426,308.55,0.00,Shqipëri,4,52,2026-02-08 19:20:05.413
750,840,429.28,1.00,USA,1,79,2026-02-08 19:20:05.430
751,1775,961.68,0.00,USA,5,67,2026-02-08 19:20:05.447
752,8729,302.18,0.00,Kosove,19,47,2026-02-08 19:20:05.460
753,2170,7426.39,1.00,UK,4,31,2026-02-08 19:20:05.477
